10001 Q0 chart-1, Ample, SimFix, combine: 3 1 0.55337 indri
10006 Q0 chart-6, Hamming, jGenProg, combine: 117 138 0.5525 indri
10006 Q0 chart-6, Hamming, jKali, combine: 118 139 0.5525 indri
10006 Q0 chart-6, Hamming, jMutRepair, combine: 119 140 0.5525 indri
10006 Q0 chart-6, Jaccard, ACS, combine: 127 141 0.5525 indri
10006 Q0 chart-6, Jaccard, Nopol, combine: 128 142 0.5525 indri
10006 Q0 chart-6, Jaccard, SimFix, combine: 129 143 0.5525 indri
10006 Q0 chart-6, Jaccard, TBar, combine: 130 144 0.5525 indri
10006 Q0 chart-6, Jaccard, jGenProg, combine: 131 145 0.5525 indri
10006 Q0 chart-6, Jaccard, jKali, combine: 132 146 0.5525 indri
10006 Q0 chart-6, Jaccard, jMutRepair, combine: 133 147 0.5525 indri
10006 Q0 chart-6, Kulczynski1, ACS, combine: 134 148 0.5525 indri
10006 Q0 chart-6, Kulczynski1, Nopol, combine: 135 149 0.5525 indri
10006 Q0 chart-6, Kulczynski1, SimFix, combine: 136 150 0.5525 indri
10006 Q0 chart-6, Kulczynski1, TBar, combine: 137 151 0.5525 indri
10006 Q0 chart-6, Kulczynski1, jGenProg, combine: 138 152 0.5525 indri
10006 Q0 chart-6, Kulczynski1, jKali, combine: 139 153 0.5525 indri
10006 Q0 chart-6, Kulczynski1, jMutRepair, combine: 140 154 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, ACS, combine: 141 155 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, Nopol, combine: 142 156 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, SimFix, combine: 143 157 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, TBar, combine: 144 158 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, jGenProg, combine: 145 159 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, jKali, combine: 146 160 0.5525 indri
10006 Q0 chart-6, Kulczynskil2, jMutRepair, combine: 147 161 0.5525 indri
10006 Q0 chart-6, M1, ACS, combine: 148 162 0.5525 indri
10006 Q0 chart-6, M1, Nopol, combine: 149 163 0.5525 indri
10006 Q0 chart-6, M1, SimFix, combine: 150 164 0.5525 indri
10006 Q0 chart-6, M1, TBar, combine: 151 165 0.5525 indri
10006 Q0 chart-6, M1, jGenProg, combine: 152 166 0.5525 indri
10006 Q0 chart-6, M1, jKali, combine: 153 167 0.5525 indri
10006 Q0 chart-6, M1, jMutRepair, combine: 154 168 0.5525 indri
10006 Q0 chart-6, M2, ACS, combine: 155 169 0.5525 indri
10006 Q0 chart-6, M2, Nopol, combine: 156 170 0.5525 indri
10006 Q0 chart-6, M2, SimFix, combine: 157 171 0.5525 indri
10006 Q0 chart-6, M2, TBar, combine: 158 172 0.5525 indri
10006 Q0 chart-6, M2, jGenProg, combine: 159 173 0.5525 indri
10006 Q0 chart-6, M2, jKali, combine: 160 174 0.5525 indri
10006 Q0 chart-6, M2, jMutRepair, combine: 161 175 0.5525 indri
10006 Q0 chart-6, Michael, ACS, combine: 162 176 0.5525 indri
10006 Q0 chart-6, Michael, Nopol, combine: 163 177 0.5525 indri
10006 Q0 chart-6, Michael, SimFix, combine: 164 178 0.5525 indri
10006 Q0 chart-6, Michael, TBar, combine: 165 179 0.5525 indri
10006 Q0 chart-6, Michael, jGenProg, combine: 166 180 0.5525 indri
10006 Q0 chart-6, Michael, jKali, combine: 167 181 0.5525 indri
10006 Q0 chart-6, Michael, jMutRepair, combine: 168 182 0.5525 indri
10006 Q0 chart-6, Mountford, ACS, combine: 169 183 0.5525 indri
10006 Q0 chart-6, Mountford, Nopol, combine: 170 184 0.5525 indri
10006 Q0 chart-6, Mountford, SimFix, combine: 171 185 0.5525 indri
10006 Q0 chart-6, Mountford, TBar, combine: 172 186 0.5525 indri
10006 Q0 chart-6, Mountford, jGenProg, combine: 173 187 0.5525 indri
10006 Q0 chart-6, Mountford, jKali, combine: 174 188 0.5525 indri
10006 Q0 chart-6, Mountford, jMutRepair, combine: 175 189 0.5525 indri
10006 Q0 chart-6, Ochiai, ACS, combine: 176 190 0.5525 indri
10006 Q0 chart-6, Ochiai, Nopol, combine: 177 191 0.5525 indri
10006 Q0 chart-6, Ochiai, SimFix, combine: 178 192 0.5525 indri
10006 Q0 chart-6, Ochiai, TBar, combine: 179 193 0.5525 indri
10006 Q0 chart-6, Ochiai, jGenProg, combine: 180 194 0.5525 indri
10006 Q0 chart-6, Ochiai, jKali, combine: 181 195 0.5525 indri
10006 Q0 chart-6, Ochiai, jMutRepair, combine: 182 196 0.5525 indri
10006 Q0 chart-6, Ochiai2, ACS, combine: 183 197 0.5525 indri
10006 Q0 chart-6, Ochiai2, Nopol, combine: 184 198 0.5525 indri
10006 Q0 chart-6, Ochiai2, SimFix, combine: 185 199 0.5525 indri
10006 Q0 chart-6, Ochiai2, TBar, combine: 186 200 0.5525 indri
10006 Q0 chart-6, Ochiai2, jGenProg, combine: 187 201 0.5525 indri
10006 Q0 chart-6, Ochiai2, jKali, combine: 188 202 0.5525 indri
10006 Q0 chart-6, Ochiai2, jMutRepair, combine: 189 203 0.5525 indri
10006 Q0 chart-6, Optimal, ACS, combine: 190 204 0.5525 indri
10006 Q0 chart-6, Optimal, Nopol, combine: 191 205 0.5525 indri
10006 Q0 chart-6, Optimal, SimFix, combine: 192 206 0.5525 indri
10006 Q0 chart-6, Optimal, TBar, combine: 193 207 0.5525 indri
10006 Q0 chart-6, Optimal, jGenProg, combine: 194 208 0.5525 indri
10006 Q0 chart-6, Optimal, jKali, combine: 195 209 0.5525 indri
10006 Q0 chart-6, Optimal, jMutRepair, combine: 196 210 0.5525 indri
10006 Q0 chart-6, OptimalP, ACS, combine: 197 211 0.5525 indri
10006 Q0 chart-6, OptimalP, Nopol, combine: 198 212 0.5525 indri
10006 Q0 chart-6, OptimalP, SimFix, combine: 199 213 0.5525 indri
10006 Q0 chart-6, OptimalP, TBar, combine: 200 214 0.5525 indri
10006 Q0 chart-6, OptimalP, jGenProg, combine: 201 215 0.5525 indri
10006 Q0 chart-6, OptimalP, jKali, combine: 202 216 0.5525 indri
10006 Q0 chart-6, OptimalP, jMutRepair, combine: 203 217 0.5525 indri
10006 Q0 chart-6, Overlap, ACS, combine: 204 218 0.5525 indri
10006 Q0 chart-6, Overlap, Nopol, combine: 205 219 0.5525 indri
10006 Q0 chart-6, Overlap, SimFix, combine: 206 220 0.5525 indri
10006 Q0 chart-6, Overlap, TBar, combine: 207 221 0.5525 indri
10006 Q0 chart-6, Overlap, jGenProg, combine: 208 222 0.5525 indri
10006 Q0 chart-6, Overlap, jKali, combine: 209 223 0.5525 indri
10006 Q0 chart-6, Overlap, jMutRepair, combine: 210 224 0.5525 indri
10006 Q0 chart-6, Phi, ACS, combine: 211 225 0.5525 indri
10006 Q0 chart-6, Phi, Nopol, combine: 212 226 0.5525 indri
10006 Q0 chart-6, Phi, SimFix, combine: 213 227 0.5525 indri
10006 Q0 chart-6, Phi, TBar, combine: 214 228 0.5525 indri
10006 Q0 chart-6, Phi, jGenProg, combine: 215 229 0.5525 indri
10006 Q0 chart-6, Phi, jKali, combine: 216 230 0.5525 indri
10006 Q0 chart-6, Phi, jMutRepair, combine: 217 231 0.5525 indri
10006 Q0 chart-6, Pierce, ACS, combine: 218 232 0.5525 indri
10006 Q0 chart-6, Pierce, Nopol, combine: 219 233 0.5525 indri
10006 Q0 chart-6, Pierce, SimFix, combine: 220 234 0.5525 indri
10006 Q0 chart-6, Pierce, TBar, combine: 221 235 0.5525 indri
10006 Q0 chart-6, Pierce, jGenProg, combine: 222 236 0.5525 indri
10006 Q0 chart-6, Pierce, jKali, combine: 223 237 0.5525 indri
10006 Q0 chart-6, Pierce, jMutRepair, combine: 224 238 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, ACS, combine: 225 239 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, Nopol, combine: 226 240 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, SimFix, combine: 227 241 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, TBar, combine: 228 242 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, jGenProg, combine: 229 243 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, jKali, combine: 230 244 0.5525 indri
10006 Q0 chart-6, RogersTanimoto, jMutRepair, combine: 231 245 0.5525 indri
10006 Q0 chart-6, Rogot1, ACS, combine: 232 246 0.5525 indri
10006 Q0 chart-6, Rogot1, Nopol, combine: 233 247 0.5525 indri
10006 Q0 chart-6, Rogot1, SimFix, combine: 234 248 0.5525 indri
10006 Q0 chart-6, Rogot1, TBar, combine: 235 249 0.5525 indri
10006 Q0 chart-6, Rogot1, jGenProg, combine: 236 250 0.5525 indri
10006 Q0 chart-6, Rogot1, jKali, combine: 237 251 0.5525 indri
10006 Q0 chart-6, Rogot1, jMutRepair, combine: 238 252 0.5525 indri
10006 Q0 chart-6, Rogot2, ACS, combine: 239 253 0.5525 indri
10006 Q0 chart-6, Rogot2, Nopol, combine: 240 254 0.5525 indri
10006 Q0 chart-6, Rogot2, SimFix, combine: 241 255 0.5525 indri
10006 Q0 chart-6, Rogot2, TBar, combine: 242 256 0.5525 indri
10006 Q0 chart-6, Rogot2, jGenProg, combine: 243 257 0.5525 indri
10006 Q0 chart-6, Rogot2, jKali, combine: 244 258 0.5525 indri
10006 Q0 chart-6, Rogot2, jMutRepair, combine: 245 259 0.5525 indri
10006 Q0 chart-6, SBI, ACS, combine: 253 260 0.5525 indri
10006 Q0 chart-6, SBI, Nopol, combine: 254 261 0.5525 indri
10006 Q0 chart-6, SBI, SimFix, combine: 255 262 0.5525 indri
10006 Q0 chart-6, SBI, TBar, combine: 256 263 0.5525 indri
10006 Q0 chart-6, SBI, jGenProg, combine: 257 264 0.5525 indri
10006 Q0 chart-6, SBI, jKali, combine: 258 265 0.5525 indri
10006 Q0 chart-6, SBI, jMutRepair, combine: 259 266 0.5525 indri
10006 Q0 chart-6, Scott, ACS, combine: 260 267 0.5525 indri
10006 Q0 chart-6, Scott, Nopol, combine: 261 268 0.5525 indri
10006 Q0 chart-6, Scott, SimFix, combine: 262 269 0.5525 indri
10006 Q0 chart-6, Scott, TBar, combine: 263 270 0.5525 indri
10006 Q0 chart-6, Scott, jGenProg, combine: 264 271 0.5525 indri
10006 Q0 chart-6, Scott, jKali, combine: 265 272 0.5525 indri
10006 Q0 chart-6, Scott, jMutRepair, combine: 266 273 0.5525 indri
10006 Q0 chart-6, SimpleMatching, ACS, combine: 267 274 0.5525 indri
10006 Q0 chart-6, SimpleMatching, Nopol, combine: 268 275 0.5525 indri
10006 Q0 chart-6, SimpleMatching, SimFix, combine: 269 276 0.5525 indri
10006 Q0 chart-6, SimpleMatching, TBar, combine: 270 277 0.5525 indri
10006 Q0 chart-6, SimpleMatching, jGenProg, combine: 271 278 0.5525 indri
10006 Q0 chart-6, SimpleMatching, jKali, combine: 272 279 0.5525 indri
10006 Q0 chart-6, SimpleMatching, jMutRepair, combine: 273 280 0.5525 indri
10006 Q0 chart-6, Sokal, ACS, combine: 274 281 0.5525 indri
10006 Q0 chart-6, Sokal, Nopol, combine: 275 282 0.5525 indri
10006 Q0 chart-6, Sokal, SimFix, combine: 276 283 0.5525 indri
10006 Q0 chart-6, Sokal, TBar, combine: 277 284 0.5525 indri
10006 Q0 chart-6, Sokal, jGenProg, combine: 278 285 0.5525 indri
10006 Q0 chart-6, Sokal, jKali, combine: 279 286 0.5525 indri
10006 Q0 chart-6, Sokal, jMutRepair, combine: 280 287 0.5525 indri
10006 Q0 chart-6, SorensenDice, ACS, combine: 281 288 0.5525 indri
10006 Q0 chart-6, SorensenDice, Nopol, combine: 282 289 0.5525 indri
10006 Q0 chart-6, SorensenDice, SimFix, combine: 283 290 0.5525 indri
10006 Q0 chart-6, SorensenDice, TBar, combine: 284 291 0.5525 indri
10006 Q0 chart-6, SorensenDice, jGenProg, combine: 285 292 0.5525 indri
10006 Q0 chart-6, SorensenDice, jKali, combine: 286 293 0.5525 indri
10006 Q0 chart-6, SorensenDice, jMutRepair, combine: 287 294 0.5525 indri
10006 Q0 chart-6, Tarantula, ACS, combine: 288 295 0.5525 indri
10006 Q0 chart-6, Tarantula, Nopol, combine: 289 296 0.5525 indri
10006 Q0 chart-6, Tarantula, SimFix, combine: 290 297 0.5525 indri
10006 Q0 chart-6, Tarantula, TBar, combine: 291 298 0.5525 indri
10006 Q0 chart-6, Tarantula, jGenProg, combine: 292 299 0.5525 indri
10006 Q0 chart-6, Tarantula, jKali, combine: 293 300 0.5525 indri
10006 Q0 chart-6, Tarantula, jMutRepair, combine: 294 301 0.5525 indri
10006 Q0 chart-6, Tarwid, ACS, combine: 295 302 0.5525 indri
10006 Q0 chart-6, Tarwid, Nopol, combine: 296 303 0.5525 indri
10006 Q0 chart-6, Tarwid, SimFix, combine: 297 304 0.5525 indri
10006 Q0 chart-6, Tarwid, TBar, combine: 298 305 0.5525 indri
10006 Q0 chart-6, Tarwid, jGenProg, combine: 299 306 0.5525 indri
10006 Q0 chart-6, Tarwid, jKali, combine: 300 307 0.5525 indri
10006 Q0 chart-6, Tarwid, jMutRepair, combine: 301 308 0.5525 indri
10006 Q0 chart-6, Wong2, ACS, combine: 309 309 0.5525 indri
10006 Q0 chart-6, Wong2, Nopol, combine: 310 310 0.5525 indri
10006 Q0 chart-6, Wong2, SimFix, combine: 311 311 0.5525 indri
10006 Q0 chart-6, Wong2, TBar, combine: 312 312 0.5525 indri
10006 Q0 chart-6, Wong2, jGenProg, combine: 313 313 0.5525 indri
10006 Q0 chart-6, Wong2, jKali, combine: 314 314 0.5525 indri
10006 Q0 chart-6, Wong2, jMutRepair, combine: 315 315 0.5525 indri
10006 Q0 chart-6, Wong3, ACS, combine: 316 316 0.5525 indri
10006 Q0 chart-6, Wong3, Nopol, combine: 317 317 0.5525 indri
10006 Q0 chart-6, Wong3, SimFix, combine: 318 318 0.5525 indri
10006 Q0 chart-6, Wong3, TBar, combine: 319 319 0.5525 indri
10006 Q0 chart-6, Wong3, jGenProg, combine: 320 320 0.5525 indri
10006 Q0 chart-6, Wong3, jKali, combine: 321 321 0.5525 indri
10006 Q0 chart-6, Wong3, jMutRepair, combine: 322 322 0.5525 indri
10006 Q0 chart-6, Zoltar, ACS, combine: 323 323 0.5525 indri
10006 Q0 chart-6, Zoltar, Nopol, combine: 324 324 0.5525 indri
10006 Q0 chart-6, Zoltar, SimFix, combine: 325 325 0.5525 indri
10006 Q0 chart-6, Zoltar, TBar, combine: 326 326 0.5525 indri
10006 Q0 chart-6, Zoltar, jGenProg, combine: 327 327 0.5525 indri
10006 Q0 chart-6, Zoltar, jKali, combine: 328 328 0.5525 indri
10006 Q0 chart-6, Zoltar, jMutRepair, combine: 329 329 0.5525 indri
10007 Q0 chart-7, RussellRao, SimFix, combine: 248 1 0.55789 indri
10007 Q0 chart-7, RussellRao, TBar, combine: 249 2 0.55789 indri
10007 Q0 chart-7, RussellRao, jMutRepair, combine: 252 3 0.55789 indri
10007 Q0 chart-7, Wong1, SimFix, combine: 304 4 0.55789 indri
10007 Q0 chart-7, Wong1, TBar, combine: 305 5 0.55789 indri
10007 Q0 chart-7, Wong1, jMutRepair, combine: 308 6 0.55789 indri
10007 Q0 chart-7, Wong3, SimFix, combine: 318 7 0.55789 indri
10007 Q0 chart-7, Wong3, TBar, combine: 319 8 0.55789 indri
10007 Q0 chart-7, Wong3, jMutRepair, combine: 322 9 0.55789 indri
10007 Q0 chart-7, RussellRao, ACS, combine: 246 10 0.55704 indri
10007 Q0 chart-7, RussellRao, Nopol, combine: 247 11 0.55704 indri
10007 Q0 chart-7, RussellRao, jGenProg, combine: 250 12 0.55704 indri
10007 Q0 chart-7, RussellRao, jKali, combine: 251 13 0.55704 indri
10007 Q0 chart-7, Wong1, ACS, combine: 302 14 0.55704 indri
10007 Q0 chart-7, Wong1, Nopol, combine: 303 15 0.55704 indri
10007 Q0 chart-7, Wong1, jGenProg, combine: 306 16 0.55704 indri
10007 Q0 chart-7, Wong1, jKali, combine: 307 17 0.55704 indri
10007 Q0 chart-7, Wong3, ACS, combine: 316 18 0.55704 indri
10007 Q0 chart-7, Wong3, Nopol, combine: 317 19 0.55704 indri
10007 Q0 chart-7, Wong3, jGenProg, combine: 320 20 0.55704 indri
10007 Q0 chart-7, Wong3, jKali, combine: 321 21 0.55704 indri
10007 Q0 chart-7, Ample, SimFix, combine: 3 22 0.55337 indri
10007 Q0 chart-7, Ample, TBar, combine: 4 23 0.55337 indri
10007 Q0 chart-7, Ample, jMutRepair, combine: 7 24 0.55337 indri
10007 Q0 chart-7, Anderberg, SimFix, combine: 10 25 0.55337 indri
10007 Q0 chart-7, Anderberg, TBar, combine: 11 26 0.55337 indri
10007 Q0 chart-7, Anderberg, jMutRepair, combine: 14 27 0.55337 indri
10007 Q0 chart-7, ArithmeticMean, SimFix, combine: 17 28 0.55337 indri
10007 Q0 chart-7, ArithmeticMean, TBar, combine: 18 29 0.55337 indri
10007 Q0 chart-7, ArithmeticMean, jMutRepair, combine: 21 30 0.55337 indri
10007 Q0 chart-7, BaroniUrbaniBuser, SimFix, combine: 24 31 0.55337 indri
10007 Q0 chart-7, BaroniUrbaniBuser, TBar, combine: 25 32 0.55337 indri
10007 Q0 chart-7, BaroniUrbaniBuser, jMutRepair, combine: 28 33 0.55337 indri
10007 Q0 chart-7, BraunBanqust, SimFix, combine: 31 34 0.55337 indri
10007 Q0 chart-7, BraunBanqust, TBar, combine: 32 35 0.55337 indri
10007 Q0 chart-7, BraunBanqust, jMutRepair, combine: 35 36 0.55337 indri
10007 Q0 chart-7, Cohen, SimFix, combine: 38 37 0.55337 indri
10007 Q0 chart-7, Cohen, TBar, combine: 39 38 0.55337 indri
10007 Q0 chart-7, Cohen, jMutRepair, combine: 42 39 0.55337 indri
10007 Q0 chart-7, Dennis, SimFix, combine: 45 40 0.55337 indri
10007 Q0 chart-7, Dennis, TBar, combine: 46 41 0.55337 indri
10007 Q0 chart-7, Dennis, jMutRepair, combine: 49 42 0.55337 indri
10007 Q0 chart-7, Dice, SimFix, combine: 52 43 0.55337 indri
10007 Q0 chart-7, Dice, TBar, combine: 53 44 0.55337 indri
10007 Q0 chart-7, Dice, jMutRepair, combine: 56 45 0.55337 indri
10007 Q0 chart-7, Dstar, SimFix, combine: 59 46 0.55337 indri
10007 Q0 chart-7, Dstar, TBar, combine: 60 47 0.55337 indri
10007 Q0 chart-7, Dstar, jMutRepair, combine: 63 48 0.55337 indri
10007 Q0 chart-7, Euclid, SimFix, combine: 66 49 0.55337 indri
10007 Q0 chart-7, Euclid, TBar, combine: 67 50 0.55337 indri
10007 Q0 chart-7, Euclid, jMutRepair, combine: 70 51 0.55337 indri
10007 Q0 chart-7, Fleiss, SimFix, combine: 73 52 0.55337 indri
10007 Q0 chart-7, Fleiss, TBar, combine: 74 53 0.55337 indri
10007 Q0 chart-7, Fleiss, jMutRepair, combine: 77 54 0.55337 indri
10007 Q0 chart-7, Fossum, SimFix, combine: 80 55 0.55337 indri
10007 Q0 chart-7, Fossum, TBar, combine: 81 56 0.55337 indri
10007 Q0 chart-7, Fossum, jMutRepair, combine: 84 57 0.55337 indri
10007 Q0 chart-7, Goodman, SimFix, combine: 87 58 0.55337 indri
10007 Q0 chart-7, Goodman, TBar, combine: 88 59 0.55337 indri
10007 Q0 chart-7, Goodman, jMutRepair, combine: 91 60 0.55337 indri
10007 Q0 chart-7, Gower, SimFix, combine: 94 61 0.55337 indri
10007 Q0 chart-7, Gower, TBar, combine: 95 62 0.55337 indri
10007 Q0 chart-7, Gower, jMutRepair, combine: 98 63 0.55337 indri
10007 Q0 chart-7, GP13, SimFix, combine: 101 64 0.55337 indri
10007 Q0 chart-7, GP13, TBar, combine: 102 65 0.55337 indri
10007 Q0 chart-7, GP13, jMutRepair, combine: 105 66 0.55337 indri
10007 Q0 chart-7, Hamann, SimFix, combine: 108 67 0.55337 indri
10007 Q0 chart-7, Hamann, TBar, combine: 109 68 0.55337 indri
10007 Q0 chart-7, Hamann, jMutRepair, combine: 112 69 0.55337 indri
10007 Q0 chart-7, Hamming, SimFix, combine: 115 70 0.55337 indri
10007 Q0 chart-7, Hamming, TBar, combine: 116 71 0.55337 indri
10007 Q0 chart-7, Hamming, jMutRepair, combine: 119 72 0.55337 indri
10007 Q0 chart-7, HarmonicMean, SimFix, combine: 122 73 0.55337 indri
10007 Q0 chart-7, HarmonicMean, TBar, combine: 123 74 0.55337 indri
10007 Q0 chart-7, HarmonicMean, jMutRepair, combine: 126 75 0.55337 indri
10007 Q0 chart-7, Jaccard, SimFix, combine: 129 76 0.55337 indri
10007 Q0 chart-7, Jaccard, TBar, combine: 130 77 0.55337 indri
10007 Q0 chart-7, Jaccard, jMutRepair, combine: 133 78 0.55337 indri
10007 Q0 chart-7, Kulczynski1, SimFix, combine: 136 79 0.55337 indri
10007 Q0 chart-7, Kulczynski1, TBar, combine: 137 80 0.55337 indri
10007 Q0 chart-7, Kulczynski1, jMutRepair, combine: 140 81 0.55337 indri
10007 Q0 chart-7, Kulczynskil2, SimFix, combine: 143 82 0.55337 indri
10007 Q0 chart-7, Kulczynskil2, TBar, combine: 144 83 0.55337 indri
10007 Q0 chart-7, Kulczynskil2, jMutRepair, combine: 147 84 0.55337 indri
10007 Q0 chart-7, M1, SimFix, combine: 150 85 0.55337 indri
10007 Q0 chart-7, M1, TBar, combine: 151 86 0.55337 indri
10007 Q0 chart-7, M1, jMutRepair, combine: 154 87 0.55337 indri
10007 Q0 chart-7, M2, SimFix, combine: 157 88 0.55337 indri
10007 Q0 chart-7, M2, TBar, combine: 158 89 0.55337 indri
10007 Q0 chart-7, M2, jMutRepair, combine: 161 90 0.55337 indri
10007 Q0 chart-7, Michael, SimFix, combine: 164 91 0.55337 indri
10007 Q0 chart-7, Michael, TBar, combine: 165 92 0.55337 indri
10007 Q0 chart-7, Michael, jMutRepair, combine: 168 93 0.55337 indri
10007 Q0 chart-7, Mountford, SimFix, combine: 171 94 0.55337 indri
10007 Q0 chart-7, Mountford, TBar, combine: 172 95 0.55337 indri
10007 Q0 chart-7, Mountford, jMutRepair, combine: 175 96 0.55337 indri
10007 Q0 chart-7, Ochiai, SimFix, combine: 178 97 0.55337 indri
10007 Q0 chart-7, Ochiai, TBar, combine: 179 98 0.55337 indri
10007 Q0 chart-7, Ochiai, jMutRepair, combine: 182 99 0.55337 indri
10007 Q0 chart-7, Ochiai2, SimFix, combine: 185 100 0.55337 indri
10007 Q0 chart-7, Ochiai2, TBar, combine: 186 101 0.55337 indri
10007 Q0 chart-7, Ochiai2, jMutRepair, combine: 189 102 0.55337 indri
10007 Q0 chart-7, Optimal, SimFix, combine: 192 103 0.55337 indri
10007 Q0 chart-7, Optimal, TBar, combine: 193 104 0.55337 indri
10007 Q0 chart-7, Optimal, jMutRepair, combine: 196 105 0.55337 indri
10007 Q0 chart-7, OptimalP, SimFix, combine: 199 106 0.55337 indri
10007 Q0 chart-7, OptimalP, TBar, combine: 200 107 0.55337 indri
10007 Q0 chart-7, OptimalP, jMutRepair, combine: 203 108 0.55337 indri
10007 Q0 chart-7, Overlap, SimFix, combine: 206 109 0.55337 indri
10007 Q0 chart-7, Overlap, TBar, combine: 207 110 0.55337 indri
10007 Q0 chart-7, Overlap, jMutRepair, combine: 210 111 0.55337 indri
10007 Q0 chart-7, Phi, SimFix, combine: 213 112 0.55337 indri
10007 Q0 chart-7, Phi, TBar, combine: 214 113 0.55337 indri
10007 Q0 chart-7, Phi, jMutRepair, combine: 217 114 0.55337 indri
10007 Q0 chart-7, Pierce, SimFix, combine: 220 115 0.55337 indri
10007 Q0 chart-7, Pierce, TBar, combine: 221 116 0.55337 indri
10007 Q0 chart-7, Pierce, jMutRepair, combine: 224 117 0.55337 indri
10007 Q0 chart-7, RogersTanimoto, SimFix, combine: 227 118 0.55337 indri
10007 Q0 chart-7, RogersTanimoto, TBar, combine: 228 119 0.55337 indri
10007 Q0 chart-7, RogersTanimoto, jMutRepair, combine: 231 120 0.55337 indri
10007 Q0 chart-7, Rogot1, SimFix, combine: 234 121 0.55337 indri
10007 Q0 chart-7, Rogot1, TBar, combine: 235 122 0.55337 indri
10007 Q0 chart-7, Rogot1, jMutRepair, combine: 238 123 0.55337 indri
10007 Q0 chart-7, Rogot2, SimFix, combine: 241 124 0.55337 indri
10007 Q0 chart-7, Rogot2, TBar, combine: 242 125 0.55337 indri
10007 Q0 chart-7, Rogot2, jMutRepair, combine: 245 126 0.55337 indri
10007 Q0 chart-7, SBI, SimFix, combine: 255 127 0.55337 indri
10007 Q0 chart-7, SBI, TBar, combine: 256 128 0.55337 indri
10007 Q0 chart-7, SBI, jMutRepair, combine: 259 129 0.55337 indri
10007 Q0 chart-7, Scott, SimFix, combine: 262 130 0.55337 indri
10007 Q0 chart-7, Scott, TBar, combine: 263 131 0.55337 indri
10007 Q0 chart-7, Scott, jMutRepair, combine: 266 132 0.55337 indri
10007 Q0 chart-7, SimpleMatching, SimFix, combine: 269 133 0.55337 indri
10007 Q0 chart-7, SimpleMatching, TBar, combine: 270 134 0.55337 indri
10007 Q0 chart-7, SimpleMatching, jMutRepair, combine: 273 135 0.55337 indri
10007 Q0 chart-7, Sokal, SimFix, combine: 276 136 0.55337 indri
10007 Q0 chart-7, Sokal, TBar, combine: 277 137 0.55337 indri
10007 Q0 chart-7, Sokal, jMutRepair, combine: 280 138 0.55337 indri
10007 Q0 chart-7, SorensenDice, SimFix, combine: 283 139 0.55337 indri
10007 Q0 chart-7, SorensenDice, TBar, combine: 284 140 0.55337 indri
